timestamp,concept_term,snomed_id,fsn,semantic_tag,definition_status,parents,grandparents,children,siblings
2026-02-12T19:49:38.076331,Skin structure of infratemporal region,40207008,Skin structure of infratemporal region (body structure),body structure,Primitive,Skin structure of scalp|Infratemporal region structure|Skin of part of side of face,Skin of side of face|Skin of part of head|Skin and/or subcutaneous tissue structure of scalp|Structure of subregion of head|Skin structure of scalp and/or neck,Entire skin of infratemporal region,Structure of hair follicle of scalp|Skin of occipital region|Skin of parietal region|Subcutaneous tissue structure of infratemporal region|Skin structure of cheek|Skin structure of preauricular region|Skin structure of temporal region|Skin of vertex|Entire skin of scalp|Skin structure of frontal region of scalp|Entire infratemporal region
2026-02-12T19:49:46.315366,Soft tissue lesion of foot region,240025005,Soft tissue lesion of foot region (disorder),disorder,Fully defined,Soft tissue lesion|Disorder of foot,Disorder of soft tissue|Disorder of free lower limb|Finding of foot region,"Neuropathic ulcer of foot due to diabetes mellitus|Laceration of digital nerve in toe|Injury of deep plantar blood vessel|Benign neoplasm of soft tissue of foot|Contracture of muscle of left foot|Lesion of ligaments of foot region|Contracture of intrinsic muscle of foot|Embolism and thrombosis of the dorsalis pedis artery|Open injury, deep plantar artery|Plantar fascial fibromatosis|Contracture of muscle of right foot|Contracture of plantar fascia|Open division foot ligament|Rupture of tendon of foot region|Muscle abscess of foot|Closed injury, dorsalis pedis artery|Morton's metatarsalgia|Compartment syndrome of foot due to traumatic injury|Plantar nerve lesion|Lesion of skin of foot|Bilateral nodule of subcutaneous tissue of toe of feet|Degloving injury of foot|Abscess of bursa of foot|Abscess of tendon sheath of right foot|Foreign body granuloma of soft tissue of left foot|Laceration of plantar artery of foot|Strain of intrinsic muscle of foot|Strain of fascia of intrinsic muscle of foot|Laceration of tendon of foot|Injury of dorsal vein of left foot|Open injury, dorsalis pedis artery|Simple syndactyly of toes|Ganglion of foot|Injury of muscle of right foot|Injury of dorsal vein of right foot|Sprain of foot|Pressure injury of foot|Closed injury, deep plantar artery|Malignant neoplasm of soft tissue of foot|Rheumatoid nodule of subcutaneous tissue of foot|Calcium deposit in bursa of foot|Abscess of tendon sheath of left foot|Contracture of long toe flexor(s)|Foreign body granuloma of soft tissue of right foot|Myositis ossificans of foot due to burn|Abscess of tendon of foot|Lesion of joint capsule of foot region|Calcific tendinitis of foot region|Dorsalis pedis aneurysm|Injury of muscle of left foot|Full thickness burn of foot|Laceration of intrinsic muscle of foot|Laceration of fascia of intrinsic muscle of foot|Complete tear, foot ligament|Villonodular synovitis of ankle and foot|Strain of tendon of foot|Laceration of dorsal vein of foot|Thrombophlebitis of dorsal venous arch of foot|Rupture of plantar fascia","Ecchymosis of floor of mouth|Sprain of ligament of cricothyroid joint|Chorioretinal infarction|Pedal osteitis|Herpes simplex necrotizing stromal keratitis|Complete tear, hip ligament|Neoplasm of soft tissue|Lesion of left lumbosacral nerve root|Oral lesion co-occurrent with reactive arthritis triad|Atrophy of muscle of left foot|Acute lymphangitis of foot|Repetitive motion disorder of right foot|Vascular graft aneurysm|Thrombosis of blood vessel|Varicose vein of foot|Omental infarction|Ischemic neuropathy|Degenerative tear of triangular fibrocartilage complex of wrist|Discoid lupus erythematosus of foot|Pulp abscess of thumb|Congenital spastic foot|Inflammation of muscle of foot|Tendon strain|Traumatic injury of left popliteal vein|Deformity of bone in foot|Intestinal epithelial dysplasia|Peripancreatic hematoma|Open spinal dislocation with complete lumbar cord lesion|Atrophy of muscle of right foot|Calcification of thoracic disc|Abscess of foot|Lesion of great auricular nerve|Neoplasm of foot|Osteolysis of foot|Hematoma of broad ligament|Lesion of hymen|Psoriasis plantaris|Degloving injury|Gouty tophus of left foot|Double aortic arch with right arch dominant and coarctation of left arch|Arteriovenous graft rupture|Crush injury of peripheral nerve|Supraclavicular nerve injury|Synovial cyst|Plantar flexion contracture of tarsometatarsal joint|Podoconiosis|Reattached foot complication|Talipes|Stricture of pulmonary vessel|Exostosis of foot|Injury of peritoneum without open wound into abdominal cavity|Avulsion of femoral attachment|Contusion of omentum|Tophus of right foot co-occurrent and due to gout|Retinal neovascularization|Abduction deformity of foot|Closed fracture acetabulum, anterior lip alone|Symmetrical lividities of soles|Hematoma of foot|Foot callus|Concussion of cervical spinal cord|Dysplasia of blood vessel of kidney|Joint contracture of the ankle and foot|Congenital anomaly of foot|Juvenile osteochondrosis of foot|Ulcerative mucositis of vulva|Interarytenoid leukoplakia|Lymphedema and cerebral arteriovenous anomaly syndrome|Axonotmesis of peripheral nerve|Acquired plantar keratoderma|Disorder of joint of foot|Lesion of lip|Foot eczema|Disorder of sesamoid bone of foot|Open fracture acetabulum, posterior lip alone|Contusion of soft palate|Open division hip ligament|Cavovarus deformity of foot|Peritoneal fibrosis|Lesion of trigeminal ganglion|Complex regional pain syndrome of foot|Nontraumatic compartment syndrome of lower limb|Abscess of pouch of Douglas|Acute injury of posterior cruciate ligament|Pulp abscess of finger|Lesion of joint capsule of knee region|Saccular dilatation of left superior caval vein|Hematoma of floor of mouth|Infection of foot due to diabetes mellitus|Palmoplantar keratoderma|Acute injury of anterior cruciate ligament|Lesion of thoracic spinal cord due to subluxation of joint of thoracic spine|Acral keratosis|Full thickness burn|Contusion of lumbar cord|Disorder of ligament of foot|Enthesopathy of foot region|Pulmonary capillary hemangiomatosis|Open division, thyroid cartilage ligament|Sprain of interphalangeal joint of finger of right hand|Left foot neuritis|Right foot neuritis|Lesion of thoracic spinal nerve root|Calcium deposits in tendon|Juvenile osteochondrosis of left tarsus|Oral wart|Foreign body of foot|Congenital pes planus of left foot|Enostosis of talus|Cellulitis of foot|Avulsion of tibial attachment|Bilateral valgus deformities of feet|Painful os peroneum syndrome|Laceration of fascia of neck|Chronic vesicular eczema of hands and feet|Vascular-biliary fistula|Bursitis of foot region|Muller-Weiss disease|Strain of fascia of lower back|Periostitis of foot|Stromal corneal pigmentation|Contact dermatitis of foot|Infection of foot|Ischemic foot|Lymphedematous hyperkeratosis|Diabetic foot|Dehiscence of tendon repair|Traumatic injury of mesenteric artery|Arterial aneurysm|Upper limb nerve lesion|Plantar fasciitis|Vascular ring with left aortic arch and retroesophageal right descending aorta and right arterial duct arising from aortic diverticulum and aberrant right subclavian artery|Soft tissue lesion of pelvic region|Juvenile osteochondrosis of right tarsus|Aqueous humor misdirect|Damage to broad ligament following ectopic pregnancy|Acquired deformity of foot|Strain of fascia of abdomen|Laceration of fascia of abdomen|Corneal stromal wound|Hydrocele of canal of Nuck|Disorder of toe|Lumbosacral plexus lesion|Pancreatic and peripancreatic necrosis|Contusion of mesentery|Paget disease of foot|Ulcer of foot|Pulmonary arteriovenous aneurysm|Occlusion of artery|Phlebitis of dorsal venous arch of foot|Avulsion of cruciate ligament insertion|Osteopathy of right foot following poliomyelitis|Damage to broad ligament following molar pregnancy|Osteopathy of left foot following poliomyelitis|Bullous eruption of pharynx|Necrosis of the pulp|Soft tissue lesion of shoulder region|Repetitive motion disorder of left foot|Laceration of fascia of triceps brachii|Complete lesion of cervical spinal cord|Injury of foot|Stenosis of sublingual duct|Volar plate injury, thumb, interphalangeal joint|Abscess of tendon|Transection of lumbar cord|Lateral plantar neuropathy|Bone cyst of foot|Accidental laceration of a blood vessel during a procedure|Omental cyst|Acquired pes planus|Hypertrophy of bone of foot|Pierpont syndrome|Avulsion of soft palate|Abscess of aorta|Tenosynovitis of foot|Disorder of tendon of foot|Fetal sirenomelia|Juvenile plantar dermatosis|Primary focal hyperhidrosis of sole of foot"
2026-02-12T19:49:56.544969,Arthroscopic release of capsule of hip joint,449362005,Arthroscopic release of capsule of hip joint (procedure),procedure,Fully defined,Arthroscopy of hip|Surgical procedure on soft tissue,Procedure on soft tissue|Procedure by method|Arthroscopy|Hip joint incision|Surgical procedure|Examination of hip joint,,"Soft tissue release for correction of congenital deformity of forefoot|Arthroscopic debridement of acetabular labrum|Fixation of costal cartilage|Repair of ligament of knee joint|Galeaplasty|Revisional posterior decompression of thoracic disc|Soft tissue closure|Arthroscopy of hip with removal of loose body|Revisional anterolateral biopsy of thoracic intervertebral disc|Enteromesenteric bridge operation|Capsular contracture release for Erb's palsy|Reconstruction of pressure injury stage IV|Excision of soft tissue|Cauterization of wart of vagina|Operative procedure on peripheral nerve|Grafting to skin|Revision of decompression of posterior fossa and upper cervical spinal cord|Open intra-articular xenograft augmentation of intra-articular ligament|Repair of collateral ligament of metacarpophalangeal joint|Marsupialization of pilonidal cyst|Cyclodialysis|Reduction of Reinke's edema|Arthroscopic release of capsule of ankle joint|Dorrance operation, push-back operation for cleft palate|Arthroscopic repair of acetabular labrum|Open operations on synovial membrane of joint|Keel repair of incisional hernia|Arthroplasty of hip joint using robotic assistance|Augmentation of soft tissue of face using expanded polytetrafluoroethylene implant|Soft tissue procedure for congenital dislocation of the hip|Dacryocystorhinostomy|Arthroscopy of hip with synovectomy|Reconstruction of floor of mouth|Harvesting of buccal mucosa|Prosthetic replacement of intraarticular ligament|Stabilization of joint by ligament repair|Open repair of glenoid labrum|Reconstruction of pressure injury stage III|Operation on peritoneum|Limited release of contracture of capsule of joint|Transposition of adrenal tissue|Excision of constriction ring of finger with Z plasty|Operation on pleura|Electrocoagulation of prostatic bed|Revision excision thoracic intervertebral disc|Lysis of periureteral adhesions|Reconstruction of medial collateral ligament of elbow using tendon graft|Adipose tissue reduction operation|Repair of ligament of thumb|Fascial sling for facial weakness|Operation on tendon sheath|Enucleation of eyeball with implant into Tenon's capsule|Revision of skin pocket for pacemaker|Transplantation of adrenal gland tissue to cerebral ventricle|Balloon dilation of implanted atrioventricular valve|Anastomosis of lymphatic|Watson-Jones operation for reconstruction of lateral ligaments of ankle|Repair of medial ligament of talocrural joint|Operation on bursa|Prosthetic replacement of thoracic intervertebral disc|Arthroscopic synovial biopsy|Marsupialization of sublingual cyst|Destruction of lesion of floor of mouth|Revision of percutaneous intradiscal thermocoagulation of thoracic intervertebral disc using radiofrequency probe|Arthroscopy of hip with removal of foreign body|Operation on conjunctiva|Skin/subcutaneous tissue repair|Patellar retinacula release|Operation on lip|Lysis of adhesions of fascia|Radionuclide destruction of synovium|Release of periosteum|Operation on lymphatic duct|Operation on vitreous|Reconstruction of mouth defect with free bowel flap|Incision of soft tissue|Operation on uvula|Removal of implant from deep soft tissues|Vestibuloplasty|Operation on sublingual gland|Operation on periurethral tissue|Costochondral cartilage graft|Transplantation of accessory sinus mucosa|Radical resection of tumor of soft tissue of neck|Open intra-articular prosthetic augmentation of intra-articular ligament|Repair of cleft of soft palate|Open intra-articular allograft augmentation of intra-articular ligament|Primary percutaneous intradiscal thermocoagulation of thoracic intervertebral disc using radiofrequency probe|Revision of laser foraminoplasty of thoracic spine|Forearm tendon exteriorization cineplasty|Soft tissue release of metatarsophalangeal joint of lesser toe|Resection of annular ligament of radius|Operation on fascia|Arthroscopic primary reduction and fixation of fracture of neck of femur using dynamic hip screw|Superior capsular augmentation of shoulder joint using graft|Harvesting of mucous membrane of nose|Bankart anterior stabilization of shoulder joint|Pilonidal sinus operation|Ventricular shunt to cervical subarachnoid space|Surgical procedure on lumbar spinal cord|Radiofrequency ablation of soft palate|Open repair of intraarticular ligament|Revision of laser foraminoplasty of cervical spine|Arthroscopic reattachment glenoid labrum|Annuloplasty|Cystoscopy and destruction of valve of urethra"
2026-02-12T19:50:08.596222,Traumatic joint hemarthrosis,239775007,Traumatic joint hemarthrosis (disorder),disorder,Fully defined,Hemarthrosis|Traumatic hemorrhage|Traumatic arthropathy,Arthropathy|Traumatic injury|Bleeding|Joint injury,Traumatic hemarthrosis of the knee joint|Traumatic hemarthrosis of the elbow joint|Traumatic hemarthrosis of glenohumeral joint,"Mallory-Weiss syndrome|Painful bruising syndrome|Traumatic joint effusion|Traumatic hemorrhagic laryngitis|Traumatic spinal cord hemorrhage|Hemarthrosis of the ankle and/or foot|Subdural hemorrhage with open intracranial wound|Traumatic arthropathy of the spine|Fracture of alveolus, open|Interphalangeal sprain|Traumatic hemopericardium|Flail sternum|Posttraumatic arthropathy|Hemarthrosis of knee|Traumatic hyphema|Open division, temporomandibular ligament|Subdural hemorrhage following injury with open intracranial wound AND loss of consciousness|Cerebral hemorrhage due to trauma|Traumatic splinter hemorrhage|Open division, cricoarytenoid ligament|Traumatic hemorrhage of subdural space of infratentorial region|Contusion of symphysis of body of mandible|Hemarthrosis of tibiofibular joint|Hemorrhage of adrenal gland due to birth trauma|Traumatic retinal hemorrhage|Hemarthrosis of hip|Traumatic epistaxis|Neonatal traumatic hemorrhage of trachea following procedure on lower respiratory tract|Perinatal hemorrhage of lung due to traumatic injury|Injury of head with otorrhagia|Sprain of joint|Ecchymosis due to trauma|Subgaleal epicranial subaponeurotic hemorrhage due to birth injury|Subchondral hematoma|Intracranial hemorrhage following injury|Traumatic synovitis|Traumatic arthropathy of upper extremity|Traumatic arthropathy of lower extremity|Traumatic hemothorax|Traumatic arthropathy of multiple sites|Hemarthrosis of multiple sites|Hemarthrosis of hand|Traumatic hemoperitoneum|Joint capsule injury|Fracture of occipital condyle|Deep full thickness burn involving joint|Open fracture of mandible, condylar process|Intracranial hemorrhage due to birth trauma|Open division, thyroid cartilage ligament|Spontaneous hemarthrosis|Hemarthrosis of shoulder region|Traumatic orbital hemorrhage|Traumatic dislocation of joint|Intracranial hemorrhage co-occurrent and due to complex wound of head|Purpura of skin caused by mechanical force|Concussion of periodontal ligament|Traumatic arthropathy of the pelvic region and thigh|Closed traumatic subdural hemorrhage|Antepartum hemorrhage with trauma|Open fracture distal humerus, bicondylar (T-Y fracture)|Open fracture of condyle of humerus|Hemarthrosis of wrist|Open skull fracture with intracranial hemorrhage|Comminuted fracture of maxillary alveolar bone|Traumatic hemorrhage of liver|Open division, rib ligament|Traumatic hematoma|Open fracture of symphysis of body of mandible|Lipohemarthrosis|Intrapartum hemorrhage co-occurrent and due to obstructed labor with uterine rupture|Dissection of thoracic aorta due to trauma|Traumatic petechiae|Contusion of condylar process of mandible|Target joint|Chondrocostal joint sprain|Traumatic hematuria|Hemarthrosis of sacroiliac joint|Hemarthrosis of vertebral joint|Hemarthrosis of elbow"
2026-02-12T19:50:16.046892,Long QT syndrome caused by drug,715971003,Long QT syndrome caused by drug (disorder),disorder,Fully defined,Acquired long QT syndrome,Long QT syndrome,,
2026-02-12T19:50:23.698699,Neocoger mucronatus,25496003,Neocoger mucronatus (organism),organism,Primitive,Family Moringuidae - spaghetti eel,Fish|Anguilliformes,,Moringua edwardsi
2026-02-12T19:50:37.421209,Product containing bismuth subsalicylate and metronidazole and tetracycline,409308009,Product containing bismuth subsalicylate and metronidazole and tetracycline (medicinal product),medicinal product,Fully defined,Bismuth subsalicylate-containing product|Tetracycline-containing product|Metronidazole-containing product,Nitroimidazole-containing product|Medicinal product categorized by disposition|Tetracycline antibacterial agent|Antibacterial agent|Bismuth and/or bismuth compound-containing product,Bismuth subsalicylate and metronidazole and tetracycline only product,Bismuth biskalcitrate- and metronidazole- and tetracycline-containing product|Metronidazole-containing product in vaginal dose form|Metronidazole only product|Metronidazole-containing product in oral dose form|Metronidazole- and nystatin-containing product|Chlorhexidine- and metronidazole-containing product|Metronidazole-containing product in cutaneous dose form|Tetracycline-containing product in cutaneous dose form|Nystatin- and tetracycline-containing product|Tetracycline-containing product in parenteral dose form|Bismuth subsalicylate only product|Diloxanide- and metronidazole-containing product|Metronidazole-containing product in rectal dose form|Furazolidone- and metronidazole-containing product|Procaine- and tetracycline-containing product|Cefuroxime- and metronidazole-containing product|Lidocaine- and metronidazole- and sucralfate-containing product|Tetracycline only product|Metronidazole-containing product in parenteral dose form|Metronidazole-containing product in dental dose form|Tetracycline-containing product in ocular dose form|Tetracycline-containing product in oral dose form
2026-02-12T19:50:44.896951,Pulmonary artery pressure,250767002,Pulmonary artery pressure (observable entity),observable entity,Primitive,Feature of pulmonary arterial pressure,Pulmonary artery feature,Pulmonary artery diastolic pressure|Pulmonary artery systolic pressure|Pulmonary artery mean pressure,
2026-02-12T19:50:54.353329,Arthroscopy of shoulder with complete synovectomy,77341008,Arthroscopy of shoulder with complete synovectomy (procedure),procedure,Fully defined,Synovectomy of shoulder joint|Arthroscopy of shoulder,Arthrotomy of joint of shoulder girdle|Synovectomy of joint|Arthroscopy|Arthrectomy of shoulder|Examination of shoulder joint,,Arthroscopic reattachment glenoid labrum|Arthroscopic repair of rotator cuff|Arthroscopy of shoulder with limited debridement|Arthroscopic capsular release of shoulder joint|Arthroscopy of shoulder with removal of foreign body|Arthrotomy for synovectomy of glenohumeral joint|Arthroscopy of joint of left shoulder region|Arthroscopy of shoulder with extensive debridement|Arthroscopy of shoulder with lysis and resection of adhesions with manipulation|Arthroscopic acromioplasty|Arthroscopic synovial biopsy of shoulder joint|Arthroscopy of joint of right shoulder region|Arthroscopy of shoulder with partial synovectomy|Arthroscopic chondroplasty of shoulder joint|Arthroscopic shoulder decompression|Arthroscopy of shoulder with excision of distal clavicle|Arthroscopic repair of superior labrum anterior to posterior tear|Arthroscopy of shoulder with biceps tenodesis|Arthroscopy of shoulder with removal of loose body
2026-02-12T19:51:00.043012,beta-Aminoisobutyrate measurement,104543006,beta-Aminoisobutyrate measurement (procedure),procedure,Fully defined,Measurement of amino acid,Measurement of substance,Urine beta-aminoisobutyrate measurement|Plasma beta-aminoisobutyrate measurement,gamma-Aminobutyrate measurement|Tryptophan measurement|Glycine measurement|Plasma amino acid measurement|Measurement of alloisoleucine|Measurement of amino acid in serum or plasma specimen using screening technique|Amino acid screen|Vigabatrin measurement|Serine measurement|Isoleucine measurement|2-Aminobutyrate measurement|Cystathionine measurement|Amino acid chromatography|Lysine measurement|Orotic acid measurement|Phenylalanine measurement|Kynurenate measurement|3-Aminoisobutyrate measurement|Peptide histidine isoleucine measurement|Ornithine measurement|Homocystine measurement|Proline measurement|Taurine measurement|Cysteine measurement|Measurement of serum amino acid level|Glutamine measurement|delta-Alanine measurement|Homocysteine measurement|Arginine measurement|alpha-Aminoisobutyrate measurement|Anserine measurement|Homocitrulline measurement|Tyrosine measurement|Citrulline measurement|Asparagine measurement|Methionine measurement|Leucine measurement|Measurement of amino acid in urine|Carnitine measurement|Aminocaproate trough measurement|Threonine measurement|Measurement of pipecolic acid|Histidine measurement|Valine measurement|alpha-Aminoadipate measurement|Gabapentin measurement|Alanine measurement|Quantitative measurement of amino acid in cerebrospinal fluid specimen|Measurement of glutamic acid
2026-02-12T19:51:13.721792,Injury of thymus gland,27158007,Injury of thymus gland (disorder),disorder,Fully defined,Injury of intrathoracic organ|Lymphoreticular injury|Endocrine injury|Disorder of thymus gland,Injury of internal organ|Disorder of lymphoid system|Disorder of mediastinum|Viscus structure finding|Traumatic or non-traumatic injury|Disorder of body system|Disorder of endocrine system|Chest injury,Closed injury of thymus|Open injury of thymus,Injury of ovary|Dysplasia of thymus gland with immunodeficiency|Injury of heart|Injury of lung|Factitious hypoglycemia|Burn of endocrine structure|Necrosis of pituitary|Injury of spleen|Hypertrophy of thymus|Atrophy of thymus gland|Burn of lymphoreticular structure|Multiple injuries of intrathoracic organs|Vasopressin deficiency due to trauma|Acute radiation syndrome|Cyst of thymus gland|Testicular hypofunction due to and following radiotherapy|Injury of pancreas|Congenital anomaly of the thymus|Injury of thyroid gland|Persistent hyperplasia of thymus|Abscess of thymus|Injury of parathyroid gland|Aplasia of thymus gland with immunodeficiency|Lymph node injury|Lymph node rupture|Lymph node infarction|Necrotizing lymphadenitis|Hemorrhage of thymus|Lymphatic decompression injury|Injury of adrenal gland|Neoplasm of thymus
2026-02-12T19:51:22.136109,Finding related to ability to balance,366614001,Finding related to ability to balance (finding),finding,Fully defined,Finding of balance,Functional finding,Difficulty balancing|Does balance|Able to balance|Finding related to ability to balance when bending|Unable to balance|Finding related to ability to balance when sitting|Finding related to ability to balance when reaching|Finding related to ability to balance when standing|Does not balance,Finding of general balance|Finding of walking balance|Finding of turning balance when walking|Impairment of balance|Named sign of balance|Finding of standing balance|Finding of sitting balance|Improved balance|Balance normal
2026-02-12T19:51:31.951632,"Porphyrins, quantitation and fractionation, urine",104887006,"Porphyrins, quantitation and fractionation, urine (procedure)",procedure,Primitive,Porphyrin measurement|Urine substance measurement,Measurement of substance in specimen|Evaluation of urine specimen|Pyrrole measurement,,"Urine oligosaccharide measurement|Electrolytes measurement, urine|Arsenic measurement, urine|Detection of porphyrins|Porphyrin measurement, fractionation, erythrocytes|Urine chromatography|Urine pregnanediol measurement|Urine nickel:creatinine ratio|Measurement of amoxapine and metabolite in urine|Urobilinogen measurement, urine|Urine amphetamine measurement|Urine barbiturate measurement|Rapid urine screening test, bioluminescence|Tricarboxylporphyrin measurement|Measurement of phenolphthalein in urine specimen|Chloral hydrate measurement, urine|Bilirubin measurement, urine|Cocaine measurement, urine|Urine ketamine measurement|Urine paraquat measurement|Calculation of ratio of maximum rate of tubular reabsorption of phosphate to glomerular filtration rate|Urine organic acid level|Urine danthron measurement|Urine ethanolamine measurement|Measurement of vanillylmandelic acid in urine specimen|Mesoporphyrin measurement|Urine substance metabolite screening test|Urine methadone metabolite level|Urine oxalate measurement|Urine fat measurement|Chromium measurement, urine|Measurement of 3,4-methylenedioxymethamphetamine in urine|Urine sulfite measurement|Aluminum measurement, urine|N-methylimidazoleacetic acid measurement, urine|Urine cocaine metabolite screening|Urine bisacodyl metabolites level|Urine ethambutol level|Heptacarboxylporphyrin measurement|Urine opiate measurement|Benzodiazepine measurement, urine|Urine heptaporphyrin concentration measurement|Urine urobilin measurement|Creatinine measurement, urine|Urine methylenedioxyamphetamine measurement|Urine sucrose measurement|Drugs of abuse urine screening test|Measurement of carisoprodol in urine|Urine rhein level|Urine catecholamine measurement|Porphyrin measurement, fecal, qualitative or semi-quantitative|Coproporphyrin measurement|Hexacarboxylporphyrin measurement|Dicarboxylporphyrin measurement|Porphyrin, quantitative measurement, urine|Alkaloids measurement, urine screening|Measurement of methylphenidate in urine|Urine cyclizine level|Urine dipstick test|Phenol measurement, urine|Urine pregnanetriol measurement|N-methyl coproporphyrin measurement|Lactose measurement, urine, qualitative|Urine pentaporphyrin concentration measurement|Sulfate measurement, urine|Boric acid measurement, urine|Urine growth hormone level|Measurement of amino acid in urine|Urine chorionic gonadotrophin measurement|Urine glutamate measurement|Urine 18-hydroxycortisol level|Urine titratable acidity measurement|Porphyrin measurement, total, erythrocytes|Glucose measurement, urine|Urine N-telopeptide cross links measurement|Galactose measurement, urine|Quantitative measurement of fluoride in urine specimen|Urine vitamin C measurement|5-Hydroxyindoleacetic acid measurement, quantitative, urine|Urine hexaporphyrin measurement|Porphyrin screening|Urine fructose measurement|Urine bicarbonate measurement|Phosphorus measurement, urine|Tetracarboxylporphyrin measurement|Urine nitrite|Measurement of tricyclic antidepressant in urine|Urine protein measurement|Bromides measurement, urine|Urine DNPH measurement|Urine cotinine measurement|Metanephrines measurement, total, urine|Measurement of sulfonylurea in urine specimen by screening method|Urine cannabinoid measurement|Urine MDEA screening test|Screening for antihistamine in urine|Urine N-methyl histamine measurement|Urea nitrogen measurement, urine|Uric acid measurement, urine|Octacarboxylporphyrin measurement|Measurement of pyrilamine in urine|Porphyrins, qualitative measurement, urine|D-lactate measurement, urine|Urine amphetamine screening test|MHPG measurement, urine|Urine porphyrin/creatinine ratio measurement|Porphobilinogen measurement, qualitative, urine|Antimony measurement, urine|Calcium excretion, 2-hour collection, fasting, urine|Uroporphyrin measurement|Protoporphyrin measurement|Porphobilinogen measurement, quantitative, urine|Measurement of heavy metal in urine specimen|Urine reducing substance measurement|Porphyrin measurement, 24-hours, feces|Pentacarboxylporphyrin measurement|Urine maltose level|Mono-carboxylic porphyrin measurement|Porphyrin measurement, feces, quantitative|Alcohol measurement, urine|Deuteroporphyrin measurement|Blood porphyrin measurement|Urinalysis, sediment examination, centrifuged"
2026-02-12T19:51:39.660685,Trichostrongylus retortaeformis,28100005,Trichostrongylus retortaeformis (organism),organism,Primitive,Trichostrongylus,Trichostrongylinae,,Trichostrongylus brevis|Trichostrongylus rugatus|Trichostrongylus hamatus|Trichostrongylus calcaratus|Genus Trichostrongylus egg|Trichostrongylus lerouxi|Trichostrongylus longispicularis|Trichostrongylus probolurus|Trichostrongylus pietersi|Trichostrongylus affinis|Trichostrongylus vitrinus|Trichostrongylus axei|Trichostrongylus extenuatus|Genus Trichostrongylus larva|Trichostrongylus colubriformis|Trichostrongylus orientalis|Trichostrongylus skrjabini|Trichostrongylus falculatus|Trichostrongylus capricola|Trichostrongylus tenuis|Trichostrongylus drepanoformis
2026-02-12T19:51:46.063506,Extrinsic motivation,112076007,Extrinsic motivation (finding),finding,Primitive,Motivation finding,Drive - finding,,Moderate motivation|Motivated to preserve dentition|Absence of motivation|Personal motivation|Increased motivation|Abnormal motivation|Low motivation|High motivation|Normal motivation
2026-02-12T19:51:56.205899,Duodenal candidosis,840506008,Duodenal candidosis (disorder),disorder,Fully defined,Intestinal infectious disease|Gastrointestinal candidiasis|Disorder of duodenum,Gastrointestinal infection|Disorder of intestine|Disorder of small intestine|Infectious disease of abdomen|Disorder of upper gastrointestinal tract|Candidiasis|Fungal gastrointestinal infection,,Ulcerogenic deformed duodenum|Enteritis caused by Candida|Duodenal fistula|Stenosis of duodenum|Congenital anomaly of duodenum|Duodenal hemorrhage|Infectious diarrheal disease|Duodenal ulcer caused by fungus|Bacterial intestinal infectious disease|Epidemic vomiting syndrome|Erythematous duodenopathy|Obstruction of ampulla of Vater by calculus|Gastroduodenal disorder|Infectious enteritis of intestine|Injury of duodenum|Duodenal anastomotic leak|Human immunodeficiency virus enteropathy|Polyp of duodenum|Megaduodenum|Abnormality of secretin secretion|Hamartoma of duodenal gland|Infection-induced ileus|Duodenal adhesions|Obstruction of duodenum|Ulcer of duodenum due to infection|Diverticulosis of duodenum without diverticulitis|Acquired deformity of duodenum|Infection of large intestine|Disorder of vascular structure of duodenum|Abnormality of motilin secretion|Foreign body in duodenum|Dysfunction of sphincter of Oddi|Candidiasis of the esophagus|Duodenal scar|Duodenal cyst|Anal candidiasis|Neoplasm of duodenum|Duodenal anastomotic stricture|Ulcer of duodenum|Duodenal prolapse|Fungal infection of stomach caused by Candida|Familial hypertrophy of sphincter of Oddi|Duodenitis|Diverticulum of peri-ampullary tissue of hepatopancreatic ampulla|Classical histoplasmosis intestinal ulceration|Duodenal ulcer caused by virus|Diverticulum of duodenum without complication|Infection of intestine caused by Human cytomegalovirus 5|Deformed duodenal cap|Neonatal candidiasis of intestine|Disorder of intestine due to measles|Hyperplasia of Brunner glands of duodenum|Intestinal parasitism|Erosive duodenopathy|Biliary dyskinesia|Congestive duodenopathy
2026-02-12T19:52:04.159242,Take impression for lower removable orthodontic appliance,234756004,Take impression for lower removable orthodontic appliance (procedure),procedure,Primitive,Take impression for removable orthodontic appliance,Take impression for orthodontic appliance,,Take impression for upper removable orthodontic appliance
2026-02-12T19:52:16.153404,Primary basal cell carcinoma of skin of left foot,428487561000119102,Primary basal cell carcinoma of skin of left foot (disorder),disorder,Fully defined,Mass of skin of left foot|Primary basal cell carcinoma of left lower limb|Primary malignant neoplasm of skin of foot,Basal cell carcinoma - primary|Neoplasm of skin of foot|Mass of skin of left lower limb|Primary malignant neoplasm of foot|Basal cell carcinoma of lower extremity|Primary malignant neoplasm of skin of lower limb|Malignant neoplasm of soft tissue of foot|Mass of foot|Primary malignant neoplasm of skin of left lower limb,,Nodule of skin of left foot|Primary squamous cell carcinoma of skin of left foot|Primary squamous cell carcinoma of skin of foot|Primary basal cell carcinoma of skin of left hip|Malignant melanoma of skin of left foot|Plantar wart of left foot|Squamous cell carcinoma in situ of skin of left foot|Bilateral mass of skin of feet|Melanoma in situ of skin of left foot|Primary malignant neoplasm of skin of toe|Primary basal cell carcinoma of skin of right foot|Mass of skin of toe of left foot
