timestamp,model,prompt_set,concept_term,B1_official_name,B2_kind,B3_category_type,B4_immediate_broader,B5_grandparents,B6_immediate_narrower,B7_peer_terms
2026-03-05T15:51:43.773257,claude-sonnet-4-5-20250929,set2,Acute postthoracotomy pain syndrome,Acute postthoracotomy pain syndrome,Clinical finding / Disorder,Fully defined,Postthoracotomy pain syndrome|Acute postoperative pain,Postoperative pain|Chronic pain disorder|Pain disorder,None (most specific term),Acute post-sternotomy pain syndrome|Acute post-cardiac surgery pain syndrome|Acute postmastectomy pain syndrome|Acute post-amputation pain
2026-03-05T15:51:47.712653,claude-sonnet-4-5-20250929,set2,Trapezius flap,Trapezius myocutaneous flap,Surgical flap procedure / anatomical tissue structure,Fully defined,Myocutaneous flap|Regional flap|Pedicled flap,Surgical flap|Reconstructive surgery procedure,Upper trapezius flap|Lower trapezius flap|Lateral trapezius flap,Pectoralis major flap|Latissimus dorsi flap|Deltopectoral flap|Temporalis flap
2026-03-05T15:51:51.394615,claude-sonnet-4-5-20250929,set2,Fetal movements palpated by healthcare professional,Fetal movements palpated by healthcare professional,Clinical finding / Observable entity,Fully defined,Fetal movement finding|Finding related to palpation,Finding related to pregnancy|Clinical finding,Active fetal movements palpated|Reduced fetal movements palpated|Absent fetal movements palpated,Fetal movements reported by mother|Fetal movements detected by ultrasound|Fetal heart rate auscultated by healthcare professional
2026-03-05T15:51:55.704396,claude-sonnet-4-5-20250929,set2,Product containing only sodium thiosulfate in parenteral dose form,Sodium thiosulfate only product in parenteral dose form,Clinical drug,Fully defined,Product containing only sodium thiosulfate|Medicinal product in parenteral dose form,Product containing sodium thiosulfate|Medicinal product,Product containing only sodium thiosulfate in parenteral dose form for intravenous use|Product containing only sodium thiosulfate in parenteral dose form for intramuscular use|Product containing only sodium thiosulfate in parenteral dose form for subcutaneous use,Product containing only sodium thiosulfate in oral dose form|Product containing only sodium thiosulfate in cutaneous dose form|Product containing only sodium thiosulfate in topical dose form
2026-03-05T15:51:59.715261,claude-sonnet-4-5-20250929,set2,Zamia,,,,,,,
2026-03-05T15:52:03.541986,claude-sonnet-4-5-20250929,set2,Provision of removable artificial eye,Provision of removable artificial eye,Clinical procedure / Healthcare service activity,Fully defined,Provision of ocular prosthesis|Provision of removable prosthesis|Ophthalmic prosthetic procedure,Provision of prosthetic device|Rehabilitative procedure|Healthcare procedure,Provision of stock artificial eye|Provision of custom-made artificial eye|Fitting of removable artificial eye,Provision of contact lens|Provision of spectacles|Provision of scleral shell|Provision of orbital prosthesis
2026-03-05T15:52:08.043075,claude-sonnet-4-5-20250929,set2,Hypokinesis of myocardium of anterolateral region of left ventricle,Hypokinesis of myocardium of anterolateral region of left ventricle,Clinical finding / Disorder,Fully defined,Hypokinesis of myocardium of left ventricle|Regional wall motion abnormality of left ventricle,Disorder of left ventricle|Cardiac wall motion abnormality|Disorder of myocardium,,Hypokinesis of myocardium of anterior region of left ventricle|Hypokinesis of myocardium of lateral region of left ventricle|Hypokinesis of myocardium of inferior region of left ventricle|Hypokinesis of myocardium of septal region of left ventricle|Hypokinesis of myocardium of apical region of left ventricle|Hypokinesis of myocardium of inferolateral region of left ventricle
2026-03-05T15:52:11.223751,claude-sonnet-4-5-20250929,set2,CV20,Conception Vessel 20,Acupuncture point,Fully defined,,,,CV1|CV2|CV3|CV4|CV5|CV6|CV7|CV8|CV9|CV10|CV11|CV12|CV13|CV14|CV15|CV16|CV17|CV18|CV19|CV21|CV22|CV23|CV24
2026-03-05T15:52:16.130626,claude-sonnet-4-5-20250929,set2,Primary malignant neoplasm of intrathoracic organs,Primary malignant neoplasm of intrathoracic organs,Clinical finding / Disorder,Fully defined,Malignant neoplasm of intrathoracic organs|Primary malignant neoplasm,Malignant neoplasm of trunk|Malignant neoplasm|Neoplasm,Primary malignant neoplasm of lung|Primary malignant neoplasm of mediastinum|Primary malignant neoplasm of heart|Primary malignant neoplasm of thymus|Primary malignant neoplasm of pleura|Primary malignant neoplasm of trachea|Primary malignant neoplasm of bronchus,Primary malignant neoplasm of breast|Primary malignant neoplasm of digestive organs|Primary malignant neoplasm of bone and articular cartilage of limbs|Primary malignant neoplasm of skin|Primary malignant neoplasm of genitourinary organs
2026-03-05T15:52:20.565654,claude-sonnet-4-5-20250929,set2,Salmonella IIIb 38:(k):z54,Salmonella enterica subspecies IIIb serovar 38:(k):z54,Bacterial serovar,Fully defined,Salmonella enterica subspecies IIIb|Salmonella serovar,Salmonella enterica|Salmonella genus,,Salmonella IIIb 35:r:z|Salmonella IIIb 50:k:z|Salmonella IIIb 61:c:z53|Other Salmonella IIIb serovars
2026-03-05T15:52:23.981753,claude-sonnet-4-5-20250929,set2,Purpura simplex,Simple purpura,Clinical finding / Disorder,Fully defined,Purpura|Non-thrombocytopenic purpura,Hemorrhagic disorder|Vascular disorder|Bleeding disorder,None (this is a specific type without further subtypes),Senile purpura|Purpura senilis|Traumatic purpura|Orthostatic purpura
2026-03-05T15:52:27.494862,claude-sonnet-4-5-20250929,set2,Arsine poisoning,Arsine poisoning,Toxic disorder / poisoning condition,Fully defined,Arsenic compound poisoning|Inorganic gas poisoning|Occupational poisoning,Heavy metal poisoning|Chemical poisoning|Toxic effect of substance,Acute arsine poisoning|Chronic arsine poisoning,Phosphine poisoning|Stibine poisoning|Hydrogen selenide poisoning|Carbon monoxide poisoning
2026-03-05T15:52:30.974258,claude-sonnet-4-5-20250929,set2,Continuous flow apneic ventilation,Continuous flow apneic ventilation,Mechanical ventilation technique / procedure,Fully defined,Apneic oxygenation|Mechanical ventilation,Respiratory support|Therapeutic procedure,Continuous positive airway pressure apneic ventilation|High-flow apneic oxygenation,Intermittent positive pressure ventilation|High-frequency ventilation|Jet ventilation|Pressure-controlled ventilation|Volume-controlled ventilation
2026-03-05T15:52:35.230489,claude-sonnet-4-5-20250929,set2,Extension Namespace {1000164},Extension Namespace {1000164},Metadata concept / Namespace identifier,Fully defined,Namespace concept|SNOMED CT component metadata,Metadata concept|Foundation metadata concept,,Core Namespace {1000165}|Model Component Module {900000000000012004}|SNOMED CT Model Component {900000000000441003}
2026-03-05T15:52:39.008179,claude-sonnet-4-5-20250929,set2,Ear and auditory finding,Ear and auditory finding,Clinical finding,Fully defined,Finding of head and neck proper|Finding of sense organs,Finding of region of body|Clinical finding,Hearing finding|Ear proper finding|Disorder of ear|Tympanic membrane finding|External ear finding|Middle ear finding|Inner ear finding|Vestibulocochlear nerve finding,Eye finding|Nasal finding|Oral finding|Throat finding|Neck finding
2026-03-05T15:52:42.124933,claude-sonnet-4-5-20250929,set2,Antibody to myelin associated glycoprotein,Anti-myelin associated glycoprotein antibody,Antibody (Immunologic substance),Primitive,Antibody to myelin protein|Autoantibody,Antibody to nervous system component|Immunoglobulin,,Antibody to myelin basic protein|Antibody to myelin oligodendrocyte glycoprotein|Antibody to proteolipid protein
2026-03-05T15:52:46.003723,claude-sonnet-4-5-20250929,set2,Genus Cercocebus,Genus Cercocebus,Taxonomic rank / Biological classification,Fully defined,,,Cercocebus agilis|Cercocebus atys|Cercocebus chrysogaster|Cercocebus galeritus|Cercocebus lunulatus|Cercocebus sanjei|Cercocebus torquatus,Genus Macaca|Genus Papio|Genus Mandrillus|Genus Lophocebus|Genus Theropithecus|Genus Cercopithecus
2026-03-05T15:52:49.731618,claude-sonnet-4-5-20250929,set2,Urge incontinence due to prolapse of female genital organ,Urge incontinence due to prolapse of female genital organ,Clinical finding / Disorder,Fully defined,Urge incontinence|Disorder due to prolapse of female genital organ,Urinary incontinence|Female pelvic organ prolapse|Disease of the genitourinary system,,Stress incontinence due to prolapse of female genital organ|Mixed incontinence due to prolapse of female genital organ|Overflow incontinence due to prolapse of female genital organ
2026-03-05T15:52:53.977504,claude-sonnet-4-5-20250929,set2,Streptococcus pyogenes type emm111,Streptococcus pyogenes emm type 111,Bacterial strain/serotype,Fully defined,,Streptococcus (genus)|Streptococcaceae (family),,Streptococcus pyogenes type emm1|Streptococcus pyogenes type emm3|Streptococcus pyogenes type emm12|Streptococcus pyogenes type emm28|Streptococcus pyogenes type emm89|Other emm types of Streptococcus pyogenes
2026-03-05T15:52:57.185355,claude-sonnet-4-5-20250929,set2,Partial glossectomy with radical dissection of left half of neck,Partial glossectomy with radical neck dissection of left half of neck,Surgical procedure,Fully defined,Partial glossectomy with radical neck dissection|Excision of tongue with radical neck dissection,Excision of tongue|Operation on tongue,,Partial glossectomy with radical dissection of right half of neck|Partial glossectomy with radical bilateral neck dissection
2026-03-05T15:52:58.680427,claude-sonnet-4-5-20250929,set2,Paenibacillus doosanensis,,,,,,,
2026-03-05T15:53:01.901839,claude-sonnet-4-5-20250929,set2,Diapterus auratus,Diapterus auratus,Species of fish,Fully defined,,,,Diapterus rhombeus|Diapterus peruvianus|Diapterus brevirostris|Diapterus guineensis
2026-03-05T15:53:05.008722,claude-sonnet-4-5-20250929,set2,Ribonucleic acid of Parainfluenza virus 4,Ribonucleic acid of Parainfluenza virus 4,Viral nucleic acid molecule,Fully defined,Ribonucleic acid of Parainfluenza virus|Viral ribonucleic acid,Viral nucleic acid|Ribonucleic acid,,Ribonucleic acid of Parainfluenza virus 1|Ribonucleic acid of Parainfluenza virus 2|Ribonucleic acid of Parainfluenza virus 3
2026-03-05T15:53:07.965904,claude-sonnet-4-5-20250929,set2,Cryptocotyle concava,Cryptocotyle concava,Species of parasitic flatworm (trematode),Fully defined,,,,Cryptocotyle lingua|Cryptocotyle jejuna|Other Cryptocotyle species
2026-03-05T15:53:11.727451,claude-sonnet-4-5-20250929,set2,Calicivirus gastroenteritis,Calicivirus gastroenteritis,Disease / Infectious disease condition,Fully defined,Viral gastroenteritis|Calicivirus infection,Gastroenteritis|Viral infection,Norovirus gastroenteritis|Sapovirus gastroenteritis,Rotavirus gastroenteritis|Adenovirus gastroenteritis|Astrovirus gastroenteritis
2026-03-05T15:53:15.043661,claude-sonnet-4-5-20250929,set2,Acute sensory polyneuropathy,Acute sensory polyneuropathy,Clinical finding / Disorder,Fully defined,Sensory polyneuropathy|Acute polyneuropathy,Polyneuropathy|Peripheral neuropathy,,Acute motor polyneuropathy|Acute motor-sensory polyneuropathy|Chronic sensory polyneuropathy|Subacute sensory polyneuropathy
2026-03-05T15:53:18.281357,claude-sonnet-4-5-20250929,set2,Sabouraud dextrose agar,Sabouraud dextrose agar,Microbiological culture medium,Fully defined,Mycological culture medium|Fungal culture medium,Culture medium|Laboratory reagent,Sabouraud dextrose agar with antibiotics|Sabouraud dextrose agar with chloramphenicol|Modified Sabouraud dextrose agar,Potato dextrose agar|Malt extract agar|Czapek-Dox agar|Cornmeal agar
2026-03-05T15:53:21.474370,claude-sonnet-4-5-20250929,set2,Urrets-Zavalia syndrome of eye due to and following ocular surgery,Urrets-Zavalia syndrome of eye due to and following ocular surgery,Clinical finding / Disorder,Fully defined,Disorder of eye following surgery|Postoperative complication of eye,Disorder of eye|Postoperative complication,,Postoperative glaucoma|Postoperative endophthalmitis|Postoperative retinal detachment|Postoperative corneal edema|Postoperative cystoid macular edema
2026-03-05T15:53:26.689684,claude-sonnet-4-5-20250929,set2,Product containing only flortaucipir (18-F) in parenteral dose form,Flortaucipir (18-F) only product in parenteral dose form,Clinical drug,Fully defined,Product containing flortaucipir (18-F) in parenteral dose form|Product containing precisely one active ingredient in parenteral dose form,Product containing flortaucipir (18-F)|Medicinal product|Parenteral dose form product,Flortaucipir (18-F) X mg injection solution|Flortaucipir (18-F) X MBq/mL injection solution,Product containing only fludeoxyglucose (18-F) in parenteral dose form|Product containing only flutemetamol (18-F) in parenteral dose form|Product containing only florbetapir (18-F) in parenteral dose form|Product containing only florbetaben (18-F) in parenteral dose form
2026-03-05T15:53:29.792725,claude-sonnet-4-5-20250929,set2,Structure of skin of left knee,Structure of skin of left knee,Body structure,Fully defined,Structure of skin of knee|Skin structure of left lower limb,Structure of skin of lower limb|Skin structure,,Structure of skin of right knee|Structure of skin of left ankle|Structure of skin of left thigh|Structure of skin of left lower leg
2026-03-05T15:53:33.158635,claude-sonnet-4-5-20250929,set2,Grafting of auricle of ear,Grafting of auricle of ear,Procedure,Fully defined,Grafting of ear|Reconstructive procedure on auricle,Plastic repair of ear|Procedure on auricle,Skin grafting of auricle of ear|Cartilage grafting of auricle of ear,Excision of auricle of ear|Repair of auricle of ear|Reconstruction of auricle of ear
2026-03-05T15:53:37.661712,claude-sonnet-4-5-20250929,set2,Closed fracture of fifth metatarsal bone of right foot,Closed fracture of fifth metatarsal bone of right foot,Clinical finding / Disorder,Fully defined,Closed fracture of fifth metatarsal bone|Closed fracture of metatarsal bone of right foot,Closed fracture of metatarsal bone|Fracture of bone of right foot|Fracture of metatarsal bone,Closed fracture of base of fifth metatarsal bone of right foot|Closed fracture of shaft of fifth metatarsal bone of right foot|Closed fracture of neck of fifth metatarsal bone of right foot|Closed fracture of head of fifth metatarsal bone of right foot,Closed fracture of first metatarsal bone of right foot|Closed fracture of second metatarsal bone of right foot|Closed fracture of third metatarsal bone of right foot|Closed fracture of fourth metatarsal bone of right foot|Closed fracture of fifth metatarsal bone of left foot
2026-03-05T15:53:40.505814,claude-sonnet-4-5-20250929,set2,Ultrasonic wave,Ultrasonic wave,Physical phenomenon / Type of acoustic wave,Fully defined,Sound wave|Acoustic wave,Mechanical wave|Wave,Medical ultrasound|Industrial ultrasound|Diagnostic ultrasound|Therapeutic ultrasound,Infrasonic wave|Audible sound wave|Sonic wave
2026-03-05T15:53:44.293511,claude-sonnet-4-5-20250929,set2,Accessory mobilization of the cervical spine,Accessory mobilization of cervical spine,Therapeutic procedure,Fully defined,Mobilization of cervical spine|Accessory joint mobilization,Mobilization of spine|Manual therapy technique|Joint mobilization,Accessory mobilization of upper cervical spine|Accessory mobilization of lower cervical spine|Posteroanterior mobilization of cervical spine|Anteroposterior mobilization of cervical spine|Lateral glide mobilization of cervical spine,Physiological mobilization of cervical spine|Traction mobilization of cervical spine|Manipulation of cervical spine
2026-03-05T15:53:47.180268,claude-sonnet-4-5-20250929,set2,Scilla nonscripta,Hyacinthoides non-scripta,Plant species,Fully defined,,,Hyacinthoides non-scripta subsp. non-scripta|Hyacinthoides non-scripta var. bracteata,Hyacinthoides hispanica|Hyacinthoides italica|Hyacinthoides reverchonii
2026-03-05T15:53:52.130367,claude-sonnet-4-5-20250929,set2,Product containing precisely mepacrine hydrochloride 100 milligram/1 each conventional release oral tablet,Product containing precisely mepacrine hydrochloride 100 milligram/1 each conventional release oral tablet,Clinical drug product,Fully defined,Product containing mepacrine hydrochloride in oral dose form|Product containing precisely mepacrine hydrochloride 100 milligram|Conventional release oral tablet,Product containing mepacrine|Oral dose form|Medicinal product|Tablet,,Product containing precisely mepacrine hydrochloride 100 milligram/1 each modified release oral tablet|Product containing precisely mepacrine hydrochloride 50 milligram/1 each conventional release oral tablet|Product containing precisely mepacrine hydrochloride 100 milligram/1 each oral capsule
2026-03-05T15:53:56.578040,claude-sonnet-4-5-20250929,set2,"Antibiotic sensitivity, fungus",Antifungal susceptibility,Laboratory procedure / diagnostic test,Fully defined,Antimicrobial susceptibility test|Fungal laboratory test,Laboratory procedure|Microbiological examination,Candida antifungal susceptibility test|Aspergillus antifungal susceptibility test|Dermatophyte antifungal susceptibility test,"Antibiotic sensitivity, bacteria|Antiviral susceptibility test|Antiparasitic susceptibility test"
2026-03-05T15:53:59.538411,claude-sonnet-4-5-20250929,set2,"Alcohol, methyl measurement",Methanol measurement,Laboratory procedure,Fully defined,,,"Methanol measurement, blood|Methanol measurement, urine|Methanol measurement, serum|Methanol measurement, plasma",Ethanol measurement|Isopropanol measurement|Ethylene glycol measurement
2026-03-05T15:54:01.587270,claude-sonnet-4-5-20250929,set2,Structure of bursa of thumb,Structure of bursa of thumb,Body structure,Fully defined,,,,Structure of bursa of finger|Structure of bursa of palm
2026-03-05T15:54:04.811867,claude-sonnet-4-5-20250929,set2,"History and physical examination, sports participation","History and physical examination, sports participation",Procedure,Primitive,,,,"History and physical examination, annual|History and physical examination, employment|History and physical examination, insurance|History and physical examination, pre-operative|History and physical examination, well child"
2026-03-05T15:54:07.663498,claude-sonnet-4-5-20250929,set2,Haemophilus felis,Haemophilus felis,Bacterium species,Fully defined,,,,Haemophilus influenzae|Haemophilus parainfluenzae|Haemophilus ducreyi|Haemophilus aegyptius|Haemophilus haemolyticus|Haemophilus pittmaniae
2026-03-05T15:54:10.829641,claude-sonnet-4-5-20250929,set2,Cholylglycine measurement,Cholylglycine measurement,Laboratory procedure,Fully defined,,,Serum cholylglycine measurement|Plasma cholylglycine measurement|Urine cholylglycine measurement,Chenodeoxycholylglycine measurement|Deoxycholylglycine measurement|Cholate measurement|Glycocholate measurement|Taurocholate measurement
2026-03-05T15:54:14.493165,claude-sonnet-4-5-20250929,set2,Radiation half-value thickness,Half-value layer,Physical measurement parameter / material property,Fully defined,Attenuation measurement|Radiation shielding parameter,Physical quantity|Radiation protection concept,"Half-value layer for X-rays|Half-value layer for gamma rays|Half-value layer for specific materials (lead, concrete, steel)",Tenth-value layer|Mean free path|Linear attenuation coefficient|Mass attenuation coefficient
2026-03-05T15:54:18.564049,claude-sonnet-4-5-20250929,set2,Entire embryo at stage 15,Entire embryo at stage 15,Anatomical structure / developmental stage entity,Fully defined,Entire embryo|Embryonic structure at stage 15,Conceptus|Developmental stage structure,Individual organ systems of embryo at stage 15|Specific tissue components of embryo at stage 15,Entire embryo at stage 14|Entire embryo at stage 16|Entire embryo at stage 13|Entire embryo at stage 17
2026-03-05T15:54:22.486180,claude-sonnet-4-5-20250929,set2,Product containing only mecobalamin,Product containing only mecobalamin,Clinical drug concept / Pharmaceutical product,Fully defined,Product containing mecobalamin|Product containing precisely one active ingredient,Product containing vitamin B12 or derivative|Medicinal product,Product containing only mecobalamin in oral dose form|Product containing only mecobalamin in parenteral dose form,Product containing only cyanocobalamin|Product containing only hydroxocobalamin|Product containing only adenosylcobalamin
2026-03-05T15:54:26.088571,claude-sonnet-4-5-20250929,set2,Genus Lophodytes,Lophodytes,Taxonomic genus,Fully defined,,,,Genus Mergus|Genus Mergellus|Genus Bucephala|Genus Clangula|Genus Histrionicus|Genus Melanitta|Genus Somateria|Genus Polysticta
2026-03-05T15:54:29.753301,claude-sonnet-4-5-20250929,set2,Mycoplasma hyopneumoniae,Mycoplasma hyopneumoniae,Bacterium species,Fully defined,,,Mycoplasma hyopneumoniae strain 232|Mycoplasma hyopneumoniae strain 168|Mycoplasma hyopneumoniae strain J|Mycoplasma hyopneumoniae strain 7448,Mycoplasma pneumoniae|Mycoplasma genitalium|Mycoplasma hominis|Mycoplasma gallisepticum|Mycoplasma synoviae|Mycoplasma bovis
2026-03-05T15:54:33.854784,claude-sonnet-4-5-20250929,set2,Fetal chromosomal abnormality,Fetal chromosomal abnormality,Clinical finding / Disorder,Fully defined,Chromosomal abnormality|Fetal disorder,Genetic disorder|Congenital disorder|Disorder of fetus,Fetal trisomy|Fetal monosomy|Fetal chromosomal deletion|Fetal chromosomal translocation|Fetal sex chromosome abnormality,Fetal genetic disorder|Fetal congenital malformation|Fetal metabolic disorder
2026-03-05T15:54:38.972692,claude-sonnet-4-5-20250929,set2,History of cancer metastatic to bone,History of malignant neoplasm metastatic to bone,Context-dependent category (qualifier value),Fully defined,,,History of malignant neoplasm metastatic to spine|History of malignant neoplasm metastatic to pelvis|History of malignant neoplasm metastatic to long bone,History of malignant neoplasm metastatic to lung|History of malignant neoplasm metastatic to liver|History of malignant neoplasm metastatic to brain|History of malignant neoplasm metastatic to lymph node
2026-03-05T15:54:42.525960,claude-sonnet-4-5-20250929,set2,"Orthopedic fixation plate, non-bioabsorbable, non-sterile","Orthopedic fixation plate, non-bioabsorbable, non-sterile",Medical device component,Fully defined,"Orthopedic fixation plate, non-bioabsorbable|Orthopedic fixation plate, non-sterile",Orthopedic fixation plate|Orthopedic implant component,,"Orthopedic fixation plate, non-bioabsorbable, sterile|Orthopedic fixation plate, bioabsorbable, non-sterile"
2026-03-05T15:54:47.873027,claude-sonnet-4-5-20250929,set2,Neoplasm of isthmus of uterus,Neoplasm of isthmus of uterus,Disease or Syndrome / Neoplastic Process,Fully defined,Neoplasm of uterus|Neoplasm of body of uterus,Neoplasm of female genital organ|Neoplasm by site,Benign neoplasm of isthmus of uterus|Malignant neoplasm of isthmus of uterus,Neoplasm of fundus of uterus|Neoplasm of corpus uteri|Neoplasm of lower uterine segment|Neoplasm of endometrium
2026-03-05T15:54:51.083192,claude-sonnet-4-5-20250929,set2,Urethrotome,Urethrotome,Surgical instrument,Fully defined,,,Otis urethrotome|Maisonneuve urethrotome|Direct vision urethrotome,Cystoscope|Resectoscope|Nephroscope|Ureteroscope
2026-03-05T15:54:55.080399,claude-sonnet-4-5-20250929,set2,Death by immolation,Death by burning,Manner of death / cause of death,Fully defined,Death by fire|Violent death|Thermal injury death,Traumatic death|Unnatural death|Cause of death,Self-immolation death|Execution by burning|Death by suttee|Death by auto-da-fé,Death by electrocution|Death by drowning|Death by asphyxiation|Death by exsanguination|Death by hypothermia
2026-03-05T15:54:57.903927,claude-sonnet-4-5-20250929,set2,Skin of part of back,Skin structure of back,Body structure,Fully defined,Skin structure of trunk|Structure of back,Skin structure|Trunk structure,Skin structure of upper back|Skin structure of lower back,Skin structure of chest|Skin structure of abdomen|Skin structure of pelvis
2026-03-05T15:55:01.294075,claude-sonnet-4-5-20250929,set2,Croton oil,Croton oil,Plant-derived irritant oil,Fully defined,Fixed oils|Purgative agents|Skin irritants,Oils|Cathartics|Chemical compounds,None (terminal concept),Castor oil|Turpentine oil|Copaiba oil|Eucalyptus oil
2026-03-05T15:55:04.667680,claude-sonnet-4-5-20250929,set2,Associated_finding_filler,Associated finding filler,Qualifier value,Primitive,,,,Role group filler|Context value filler|Finding context filler|Procedure context filler|Temporal context filler|Subject relationship context filler
2026-03-05T15:55:09.383413,claude-sonnet-4-5-20250929,set2,Lyssavirus aravan,Aravan lyssavirus,Virus species,Fully defined,,,Aravan lyssavirus isolates|Aravan lyssavirus strains,Rabies lyssavirus|Lagos bat lyssavirus|Mokola lyssavirus|Duvenhage lyssavirus|European bat lyssavirus 1|European bat lyssavirus 2|Australian bat lyssavirus|Khujand lyssavirus|Irkut lyssavirus|West Caucasian bat lyssavirus|Shimoni bat lyssavirus|Bokeloh bat lyssavirus
2026-03-05T15:55:12.866638,claude-sonnet-4-5-20250929,set2,Main spoken language Esperanto,Main Spoken Language: Esperanto,Linguistic demographic characteristic,Fully defined,Main spoken language|Esperanto as primary language,Language distribution|Demographic linguistic attribute,Main spoken language Esperanto in specific region|Main spoken language Esperanto by population group,Main spoken language English|Main spoken language Spanish|Main spoken language Mandarin|Main spoken language French|Main spoken language Arabic
2026-03-05T15:55:17.677542,claude-sonnet-4-5-20250929,set2,Unable to prepare food hygienically,Unable to prepare food hygienically,Finding (observable entity) / Clinical finding,Fully defined,Difficulty managing food preparation|Impaired ability to maintain food hygiene|Problem with food handling,Self-care deficit|Activities of daily living impairment|Functional limitation,Unable to clean food preparation surfaces|Unable to wash hands before food preparation|Unable to store food at appropriate temperature|Unable to separate raw and cooked foods,Unable to prepare food safely|Unable to cook food adequately|Unable to plan meals|Unable to obtain food supplies|Unable to serve food appropriately
2026-03-05T15:55:21.108509,claude-sonnet-4-5-20250929,set2,Proximal radioulnar joint structure,Proximal radioulnar joint,Body structure / Anatomical structure / Joint structure,Fully defined,,,Proximal radioulnar joint capsule|Proximal radioulnar joint cavity|Annular ligament of radius,
2026-03-05T15:55:25.104315,claude-sonnet-4-5-20250929,set2,Early onset cerebellar ataxia,Early onset cerebellar ataxia,Clinical finding / Disorder,Fully defined,Cerebellar ataxia|Early onset disorder,Ataxia|Cerebellar disorder|Neurological disorder,Infantile onset cerebellar ataxia|Childhood onset cerebellar ataxia|Juvenile onset cerebellar ataxia,Late onset cerebellar ataxia|Progressive cerebellar ataxia|Congenital cerebellar ataxia|Acute cerebellar ataxia
2026-03-05T15:55:28.240616,claude-sonnet-4-5-20250929,set2,Cresylglycidyl ether,Cresyl glycidyl ether,Chemical compound / Organic ether,Fully defined,Glycidyl ether|Aromatic ether|Epoxy compound,Ether|Organic compound|Epoxide,o-Cresyl glycidyl ether|m-Cresyl glycidyl ether|p-Cresyl glycidyl ether,Phenyl glycidyl ether|Butyl glycidyl ether|Allyl glycidyl ether
2026-03-05T15:55:31.518147,claude-sonnet-4-5-20250929,set2,Etheostoma zoniferum,Backwater darter,Species of fish,Fully defined,,,,Etheostoma zonale|Etheostoma zonistium|Etheostoma zipsum|Etheostoma zonifer|Etheostoma zonotum
2026-03-05T15:55:36.393249,claude-sonnet-4-5-20250929,set2,Plasma thawing unit,Plasma thawing unit,Medical laboratory equipment / thermostatic device,Fully defined,Thawing equipment|Blood bank equipment|Temperature-controlled medical device,Laboratory equipment|Medical device|Temperature control equipment,Dry plasma thawing unit|Water bath plasma thawing unit|Microwave plasma thawing unit|Automated plasma thawing system,Platelet incubator|Blood refrigerator|Cryogenic freezer|Sample warming device
2026-03-05T15:55:39.555022,claude-sonnet-4-5-20250929,set2,Fracture of coccyx,Fracture of coccyx,Clinical finding / Disorder,Fully defined,Fracture of spine|Fracture of pelvis,Fracture of bone|Disorder of musculoskeletal system,Closed fracture of coccyx|Open fracture of coccyx,Fracture of sacrum|Fracture of lumbar vertebra|Fracture of thoracic vertebra|Fracture of cervical vertebra|Fracture of ilium|Fracture of ischium|Fracture of pubis
2026-03-05T15:55:44.402024,claude-sonnet-4-5-20250929,set2,3 o'clock position on mammogram,Three o'clock position on mammogram,Anatomical location descriptor / radiographic position indicator,Fully defined,Clock-face position on mammogram|Breast quadrant location descriptor,Anatomical location terminology|Radiographic localization system,3 o'clock position right breast|3 o'clock position left breast,12 o'clock position on mammogram|1 o'clock position on mammogram|2 o'clock position on mammogram|4 o'clock position on mammogram|5 o'clock position on mammogram|6 o'clock position on mammogram|7 o'clock position on mammogram|8 o'clock position on mammogram|9 o'clock position on mammogram|10 o'clock position on mammogram|11 o'clock position on mammogram
2026-03-05T15:55:48.037675,claude-sonnet-4-5-20250929,set2,Old posterior cruciate ligament disruption,Old posterior cruciate ligament disruption,Clinical finding / Disorder,Fully defined,Posterior cruciate ligament disruption|Old ligament disruption,Cruciate ligament injury|Ligament injury|Knee injury,,Old anterior cruciate ligament disruption|Old medial collateral ligament disruption|Old lateral collateral ligament disruption|Chronic posterior cruciate ligament tear
2026-03-05T15:55:52.181385,claude-sonnet-4-5-20250929,set2,Anxious avoidant attachment,Fearful-Avoidant Attachment (or Disorganized Attachment),Attachment style / psychological pattern,Fully defined,Insecure attachment|Avoidant attachment pattern,Attachment theory|Interpersonal relationship patterns,"High anxiety, high avoidance subtype|Disorganized-disoriented attachment (infant classification)",Dismissive-avoidant attachment|Anxious-preoccupied attachment|Secure attachment
2026-03-05T15:55:55.016458,claude-sonnet-4-5-20250929,set2,Inflammation of left iliohypogastric nerve,Inflammation of left iliohypogastric nerve,Clinical finding / Disorder,Fully defined,Inflammation of iliohypogastric nerve|Disorder of left iliohypogastric nerve,Disorder of iliohypogastric nerve|Inflammatory disorder of peripheral nerve|Disorder of lumbar plexus,,Inflammation of right iliohypogastric nerve
2026-03-05T15:55:58.997325,claude-sonnet-4-5-20250929,set2,Re-excision of breast for clearance of tumor margins,Re-excision of breast for clearance of tumor margins,Procedure,Fully defined,Excision of breast tissue|Reoperation on breast|Surgical procedure for margin clearance,Surgical procedure on breast|Therapeutic procedure|Surgical procedure,Re-excision of breast for clearance of malignant tumor margins|Re-excision of breast for clearance of benign tumor margins,Excision of breast lesion|Wide local excision of breast|Segmental mastectomy|Partial mastectomy|Lumpectomy
